project name,compile,gradle version,flaky tests
seek-oss/gradle-aws-plugin,F,4.6,N/A
moksamedia/mrgadget-gradle-plugin,F,,N/A
b3er/gradle-local-properties-plugin,T,3.3,0
template-repository/gradle-template-repository,T,5.2.1,0
harishkannarao/gradle-spring-boot:application,T,7.6,0
harishkannarao/gradle-spring-boot:integration-test,T,7.6,0
harishkannarao/gradle-spring-boot:integration-test-feature-toggle,T,7.6,0
harishkannarao/gradle-spring-boot:qa-acceptance-test,T,7.6,0
harishkannarao/gradle-spring-boot:test-common,T,7.6,0
nelsonsilva/nuxeo-gradle-plugin,F,,N/A
mxab/gradle-web-craft-tools,F,2.2,N/A
hwajong/gradle_cpp_example,F,,N/A
kovax/gradle-beedriven-plugin,F,,N/A
abedurftig/tdb-service,F,4.3.1,N/A
StephenSmithwick/fetch,T,4.10.2,0
ManuelVs/PokerUtils,T,5.0,0
thehellnet/lanparty-manager,T,6.5.1,0
melix/gradle-javac-dependencies-plugin,T,3.4,no test
jamierocks/LiteLoaderGradle,F,2.4,N/A
Skyr/jqassistant-gradle-plugin,T,4.8.1,error
tacitknowledge/gradle-grails-eslint,F,,N/A
cinnamonbreakfast/movie_rentals_java:server,T,5.2.1,no test
mtanvirulislam/ice-hello-world,F,4.8,N/A
geegog/LogParser,T,5.4.1,0
pulkitent/data-structures-algorithms-design-patterns,T,4.10,no test
matthewjackowski/scalajs-angular-example,F,2.1,N/A
chochos/HolaSG,F,,N/A
arpitgo4/ToupcamWrapper,T,2.6,0
nielsdelestinne/socketalk:socketalk-backend,T,4.5.1,no test
nielsdelestinne/socketalk:socketalk-deploy,T,4.5.1,no test
nielsdelestinne/socketalk:socketalk-frontend,T,4.5.1,no test
ReadyTalk/gradle-readytalk-js,F,2.10,N/A
w25r/sources-gradle-plugin,T,2.6,error
TensorWrench/gradle-emma-plugin,F,1.8,N/A
msgilligan/minecraft-server-gradle,F,1.8,N/A
piersy/opencv-test,F,2.0,N/A
unclechen/HelloGradlePlugin,T,2.4,no test
mike-neck/gradle-gitignore-plugin,F,1.0,N/A
aaric/gradle-achieve,F,3.4.1,N/A
morganey-lang/morganey-gradle-plugin,T,3.1,error
h4ctar/cucumber_jacoco_junit_gradle,F,,N/A
taku-k/gradle-yarn-plugin,F,3.2,N/A
freefair/jsass-gradle-plugin,T,4.6,error
abner/vertx-gradle-recipes,T,4.6,error
maxbalan/gradle-custom-init,F,,N/A
alexm118/aws-gradle-plugin,T,5.1.1,no test
amitbansal26/kafka-registry-gradle-plugin,T,4.3,no test
nasoym/jitpack_test,F,2.0,N/A
kodcu/gaspectj,F,2.1,N/A
atauber/gradi,F,,N/A
chbatey/GroovyTestingJava,F,,N/A
ningjiangzhu/scholarship,F,,N/A
ivankohut/git-branch-checks,T,6.9.1,0
SemionRutshtein/flappy-bird-java:core,T,5.4.1,no test
SemionRutshtein/flappy-bird-java:desktop,T,5.4.1,no test
pazzesko/pokemon-alea:application,T,6.4.1,7
pazzesko/pokemon-alea:domain,T,6.4.1,no test
pazzesko/pokemon-alea:persistence,T,6.4.1,no test
zpc888/jar-version-info-gradle-plugin,T,3.5,no test
kosiara/java-gradle-console-app-example,F,2.9,N/A
lukaspili/Android-google-play-services-gradle,F,1.6,N/A
CAAPIM/modular-assertion-builder,T,4.10.2,0
sap-commerce-tools/supportportal-example,F,4.10.2,N/A
pplmx/cloud:config_client,T,7.4.2,no test
pplmx/cloud:config_server,T,7.4.2,no test
pplmx/cloud:eureka_client,T,7.4.2,no test
pplmx/cloud:eureka_server,T,7.4.2,no test
pplmx/cloud:service_feign,T,7.4.2,no test
pplmx/cloud:service_ribbon,T,7.4.2,error
pplmx/cloud:service_zuul,T,7.4.2,error
babbaj/AsmLibGradle,F,4.8,N/A
SagarKisanAvhad/1.01-Exercise-RunYourFirstTask,T,3.3,no test
escola-de-arquitetos-fsn/dojo2,T,2.12,no test
franchoo/java-eight,T,4.3.1,0
yuefengyuan/springboot-demo,T,4.1,0
buddhikasemasinghe/spring-fluxify,T,4.8.1,error
phase/Orbit-gen,T,2.1,0
selyutinartyom/Spring-Security-Demo,F,2.2,N/A
ThoughtWorksInc/selenium_workshop_skeleton,T,6.1.1,0
ableasdale/new-webapp-base,T,2.9,error
zierler-f/YAML-Validator-Plugin,T,4.7,error
amadornes/Artifactural,T,4.9,error
enkatsu/processing-library-template-gradle,F,,N/A
showerlee/gradle-demo-with-docker,T,5.6.3,no test
melix/gradle-buildscan-recipes,F,4.3,N/A
camiloribeiro/cucumber-gradle-parallel,F,,N/A
hibernate/gradle-maven-publish-auth,F,5.6.4,N/A
Nasdaq/semver-git,T,6.3,error
isandratskiy/selenide-kotlin-example,T,6.2,error
romalev/reactive-spring-web-flux-service,T,4.7,5
codeghoul/github-actions-spring,T,6.3,0
Yuwuko/Yuuko,T,7.1,error
jamesyin96/spring-boot-and-react,F,,N/A
LukasDoubleU/KotlinTrader,F,2.9,N/A
urbanpawel90/overtime:front,T,3.5.1,no test
urbanpawel90/overtime:server,T,3.5.1,error
ate47/AdvancedCreativeTab,T,7.3,no test
rwinch/gradle-multi-jdk,F,,N/A
dpreussler/gradle-pullrequest-builder,T,3.2,error
populov/gradle-save-ssd-plugin,F,1.12,N/A
andygoossens/gradle-modernizer-plugin,T,7.3.3,no test
seeseemelk/PluginGenerator,T,4.8,no test
dvaske/git-build-info,F,3.4.1,N/A
franciscozuccala/upload-configurator,T,3.3,no test
kounkou/Template-Java,T,3.2.1,0
KasukuSakura/kamiloply,F,7.3.1,N/A
craigatk/object-store-cache-plugin,T,7.6,0
LatinumNetwork/dropwizard-shiro-cas-example,F,,N/A
IlyaAI/wro4j-gradle-plugin-sample,F,2.7,N/A
mkroening/modular-gradle-resources,F,6.4,N/A
weishanghong/gradle-Spring-Boot-Demo,F,,N/A
yoichiro/simple-servlet-app-gradle,F,5.1.1,N/A
deafjava/javafx-springboot-gradle,T,4.10.2,error
cristianuta/GradleGroovy,F,4.2,N/A
aobelets/gradleFirst,T,7.4,no test
readonlyden/GradleTemplate,T,6.8,0
denny-imanuel/GradleDocker,T,7.1,0
mugi1/springmvc-template,F,,N/A
QuartzPowered/QuartzGradle,F,2.3,N/A
wdicarlo/gradle-svnkit,F,,N/A
mdecourci/myaxon-gradle,F,2.1,N/A
srid99/gradle-nested-modules:apps,T,4.10.2,no test
srid99/gradle-nested-modules:core,T,4.10.2,0
srid99/gradle-nested-modules:schema,T,4.10.2,no test
marco-ruiz/gradle-boilerplate-generator-plugin,F,5.4,N/A
prakashpandey1912/Spring_Boot_using_gradle,T,6.0.1,no test
steve-anchling/multimodule-gradle-spring,F,7.0.2,N/A
derickvh/iopdemo,T,3.5,no test
KingBlueSky/todo,F,,N/A
naesheim/VBAdemo,F,3.3,N/A
EncapsulateMC/CPGradle,F,2.9,N/A
jamescarr/gradle-easyb-geb-example,F,,N/A
vmj/gradle-download-worker,T,5.0,0
paucls/java-gradle-kata-seed,T,6.6.1,0
ekim197711/springboot-reactjs-gradle,T,5.4.1,error
bschelberg/groovy-web-testing,F,,N/A
cwalker67/svnIvyPublish,F,,N/A
ctkdev/blogJhipster,F,2.4,N/A
caseif/IInjector,F,2.4,N/A
lyasee/spring-multi-project:common-api,T,4.8.1,error
lyasee/spring-multi-project:common-core,T,4.8.1,error
lyasee/spring-multi-project:common-web,T,4.8.1,no test
yxbook/online-eval-cloud,F,,N/A
aucerna/dotnet-plugin,F,,N/A
BuiltBrokenModding/BBMGradle,T,4.6,no test
christoph-frick/springboot-vs-groovy25,T,4.5.1,error
MultiverseKing/Hexgrid,F,,N/A
DanielRejniak/java_ee_dockerized:docker,T,4.8,no test
DanielRejniak/java_ee_dockerized:ejb,T,4.8,0
DanielRejniak/java_ee_dockerized:war,T,4.8,no test
lenerEO/MobileAndroidBDD,F,,N/A
quanken/spring-mybatis-template,F,,N/A
gapperdan/hello-springrest,F,1.9,N/A
mdrmtz/Springboot-serving-web-content,F,1.11,N/A
TAGC/Semver,F,2.2.1,N/A
entur/Gradle-CircleCI-Orb-Dependency-Check-Plugin,T,7.3.3,0
ICE-LIFE/ICE-LIFE-Backend,T,7.4.2,error
ihub-pub/libs,F,7.6,N/A
pavankovurru/Selenium_UI_Automation_Framework,T,4.0,1
EDToaster/FabricForge,F,7.3.1,N/A
NoahFrank/mindex-java-challenge-solution,T,6.3,0
matheus-de-araujo/sismed,T,7.1.1,0
Nanamiiiii/NetworkWebCameraHost,T,7.2,no test
Hinsteny/mybatis-generator-plugin,T,4.8,0
yoomoney/java-artifact-publish-plugin,T,7.4.1,3
LXPWing/protoc-gen-p7g,F,,N/A
etinaa/cucumber-reporting-plugin,F,4.10.2,N/A
milo-minderbinder/repository-mirrors-gradle-plugin,T,7.3.2,no test
protop-io/protop-gradle-plugin,T,6.4.1,error
diegomachadoti/selenium-gradle-exemplo,T,7.3.3,0
nelkinda-templates/template-kotlin-gradle,T,7.5.1,0
michail-nikolaev/vaadin-querydsl-spring-jpa-gradle-test,F,,N/A
Team-PandaN/Team-PandaN-Back,T,7.1.1,0
szpak/CDeliveryBoy,F,4.1,N/A
ajoberstar/graclj,F,2.11,N/A
FibreFoX/distribution-bundle-plugin-for-gradle,T,4.4.1,no test
SurpSG/code-lines-counter-gradle-plugin,T,7.1.1,no test
mvysny/vaadin14-boot-example-gradle,T,7.6,0
qtopie/spring-petclinic-mybatis,T,7.1.1,no test
wolfs/talk-gradle-day-2017,T,4.2.1,no test
cdietrich/gradle-xtext-xtend-problem,F,2.14,N/A
OlegRyz/expect-gradle-properties,T,2.11,no test
ardetrick/gradle-buildsrc-example,F,3.5,N/A
fowlie/gradle-jenkins-test,F,,N/A
igorpopovio/gradle-artifactory-publishing,T,1.11,0
koenongena/lesscss-gradle-plugin,F,,N/A
lhotari/jfr-gradle-plugin,T,3.1,no test
gradle-plugins/toolbox:gradle-fixtures,T,6.8.2,error
gradle-plugins/toolbox:gradle-fixtures-file-system,T,6.8.2,error
gradle-plugins/toolbox:gradle-fixtures-source-elements,T,6.8.2,error
gradle-plugins/toolbox:gradle-fixtures-version-control-system,T,6.8.2,error
gradle-plugins/toolbox:gradle-plugin-development,T,6.8.2,error
gradle-plugins/toolbox:gradle-plugin-development-test-fixtures,T,6.8.2,error
gradle-plugins/toolbox:gradle-runner-kit,T,6.8.2,error
gradle-plugins/toolbox:gradle-runner-kit-api,T,6.8.2,error
gradle-plugins/toolbox:gradle-runner-kit-impl,T,6.8.2,error
gradle-plugins/toolbox:gradle-runner-kit-integration-test,T,6.8.2,error
gradle-plugins/toolbox:gradle-runner-kit-test-kit-impl,T,6.8.2,error
gradle-plugins/toolbox:gradle-runner-kit-wrapper-impl,T,6.8.2,error
miho/VMF:gradle-plugin,T,7.4,0
miho/VMF:vmf,T,7.4,0
miho/VMF:vmf-runtime,T,7.4,no test
jonyas/AppEngineKotlin,F,3.4.1,N/A
GaetanoPiazzolla/Layer3Gen,F,,N/A
nhn-on7/marketgg-client,T,7.4.2,0
mfvanek/pg-index-health-test-starter,T,7.6,0
Franek-Antoniak/picscore,T,7.0.2,error
jjfhj/wikipedia_mobile_test,F,,N/A
iamsteveholmes/gradleplay,F,,N/A
vbossica/gradlebox,F,2.0,N/A
jprante/gradle-plugin-jacc,T,6.4,error
byte-imagination/gradle-git-plugin,F,,N/A
jonnyzzz/intellij-gradle-enchancements,T,4.9,no test
Revxrsal/ForgeGradleSample,F,,N/A
SAG-INFO/MazeHunterClientGradle,F,2.10,N/A
wttech/gradle-scr-plugin,T,4.6,error
jreleaser/jreleaser:jdks-gradle-plugin,T,6.9.3,no test
jreleaser/jreleaser:jdks-maven-plugin,T,6.9.3,no test
jreleaser/jreleaser:jreleaser,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-ant-tasks,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-artifactory-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-codeberg-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-command-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-config-json,T,6.9.3,0
jreleaser/jreleaser:jreleaser-config-toml,T,6.9.3,0
jreleaser/jreleaser:jreleaser-config-yaml,T,6.9.3,0
jreleaser/jreleaser:jreleaser-disco-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-discord-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-discourse-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-engine,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-ftp-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-genericgit-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-git-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-gitea-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-github-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-gitlab-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-gitter-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-google-chat-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-graalvm-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-gradle-plugin,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-http-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-java-sdk-commons,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-logger-api,T,6.9.3,0
jreleaser/jreleaser:jreleaser-mastodon-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-mattermost-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-maven-plugin,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-model-api,T,6.9.3,0
jreleaser/jreleaser:jreleaser-model-impl,T,6.9.3,0
jreleaser/jreleaser:jreleaser-nativeimage-annotations,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-nativeimage-processor,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-nexus2-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-resource-bundle,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-s3-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-sdkman-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-signing-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-slack-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-smtp-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-ssh-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-teams-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-telegram-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-templates,T,6.9.3,0
jreleaser/jreleaser:jreleaser-test-support,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-tool-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-tool-provider,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-twitter-java-sdk,T,6.9.3,0
jreleaser/jreleaser:jreleaser-utils,T,6.9.3,0
jreleaser/jreleaser:jreleaser-webhooks-java-sdk,T,6.9.3,no test
jreleaser/jreleaser:jreleaser-zulip-java-sdk,T,6.9.3,0
spockframework/spock-example,T,7.5.1,0
radarsh/gradle-test-logger-plugin,T,7.5.1,0
palantir/gradle-docker,T,7.6,error
silvanheller/mensa-bot,T,7.3,no test
thewillyhuman/java-algorithms-club,F,3.5,N/A
baxeno/maven-noci-publisher,F,4.6,N/A
InsanusMokrassar/KotlinPublicationScriptsBuilder:Projects,T,7.5.1,error
InsanusMokrassar/KotlinPublicationScriptsBuilder:kmppscriptbuilder.core,T,7.5.1,no test
iklyubanov/PhoneAddressBookIS,F,2.1,N/A
pgbytes/spark-example-java,T,2.13,0
saadfarooq/android-featuresets,F,2.14.1,N/A
one10/java9modules-demo,F,,N/A
VIRTUE-DBIS/covis-server,F,5.3.1,N/A
chcastro/naval-battle,F,,N/A
jayakumarc/workflow-engine,T,5.2.1,0
nabla-squared/laplacian.generator,F,,N/A
AlexAbak/gradle-freemarker-plugin,F,2.13,N/A
wuyun1/gradle_web_autodeploy,F,,N/A
snicoll-scratches/test-gradle-tomcat80,T,2.13,0
Stancalau-ro/wowza-gradle-plugin,F,2.2,N/A
gapperdan/hello-springmvc,F,1.8,N/A
shevek/gradle-jnaerator-plugin,T,5.6,0
Decathlon/gradle-plugin-phraseapp:api-gradle,T,7.2,no test
Decathlon/gradle-plugin-phraseapp:client,T,7.2,0
AlfrescoLabs/alfresco-gradle-plugins,F,,N/A
daggerok/spring-security-rest-auth-token,F,,N/A
qdhaiqiang/ssm-easy-template,F,2.3,N/A
caiocampos/Restaurantes,F,5.4.1,N/A
karabill/maellak_spring_example,F,,N/A
Multifuchs/kmf:=>,T,7.3.3,error
Multifuchs/kmf:=>,T,7.3.3,error
Multifuchs/kmf:=>,T,7.3.3,error
Multifuchs/kmf:=>,T,7.3.3,error
Multifuchs/kmf:core,T,7.3.3,no test
Multifuchs/kmf:javafx,T,7.3.3,no test
Multifuchs/kmf:json,T,7.3.3,no test
Multifuchs/kmf:test-project,T,7.3.3,0
boweihan/spring-boot-auth-boilerplate,F,2.13,N/A
elypia/Commandler-Examples:annotation-example,T,6.6,error
elypia/Commandler-Examples:javax-validation-example,T,6.6,error
elypia/Commandler-Examples:match-dispatcher-example,T,6.6,error
elypia/Commandler-Examples:prefix-example,T,6.6,error
elypia/Commandler-Examples:simple-controller-example,T,6.6,error
TechShroom/EmergencyLanding,F,3.0,N/A
apolloclark/packer-docker,F,,N/A
hxwhou/cas,F,,N/A
ftvkyo/pt-strategy,T,4.0,0
gwola/gwola-boot,F,4.8,N/A
chaos-adept/gradlefx-multi-platform-example,F,,N/A
Itiviti/gradle-gallio-plugin,F,,N/A
signal7/gradle-devtools-deployment-plugin,F,1.7,N/A
jamesward/play-via-gradle,F,1.7,N/A
cesarvr/GradleOpenShift,F,,N/A
ianpilipski/IPTech-GradleXcodePlugin:xcode-plugin,T,6.1,0
borjagdev/Template-DDD-GradleModules:src,T,6.7.1,no test
aidalucie/ActiveMQTemplate-master,T,4.8.1,no test
musketyr/gradle-gaelyk-eclipse-plugin,F,,N/A
curious-attempt-bunny/gradle-grokker,F,0.9.2,N/A
vincentkok/gradle-multiproject,F,,N/A
sjohnr/gradle-template,T,1.7,error
Bshodeh/springNoSqlTaskWithGradle,T,7.1.1,0
jvalentino/gradlebook-04.01.02-dep-plugin-better,T,4.3,error
jvalentino/gradlebook-03.04-hello-world-theplugin,T,4.3,error
zwbetz-gh/reuse-the-gradle-dependency-cache-with-docker,T,7.0.2,0
etiennestuder/gradle-plugindev-plugin,T,7.6,error
xvik/gradle-use-python-plugin,T,6.9,0
dantheman213/java-spring-gradle-docker-mvc-rest-starter-app,F,,N/A
JPro-one/HelloJPro,T,7.6,no test
kingston-csj/mmorpg:game-common,T,6.8,error
kingston-csj/mmorpg:game-data-starter,T,6.8,error
kingston-csj/mmorpg:game-mq,T,6.8,error
kingston-csj/mmorpg:game-net,T,6.8,error
kingston-csj/mmorpg:game-protocol,T,6.8,error
kingston-csj/mmorpg:game-rpc,T,6.8,error
kingston-csj/mmorpg:game-server,T,6.8,error
ikidou/Retrofit2Demo:client,T,2.14.1,no test
ikidou/Retrofit2Demo:server,T,2.14.1,no test
borysn/spring-boot-angular2,F,3.4,N/A
eriwen/gradle-js-plugin,T,5.5.1,error
knokko/custom-items-gradle:bit-helper,T,6.7,no test
knokko/custom-items-gradle:core-plugin-12,T,6.7,error
knokko/custom-items-gradle:dummy-ce-api,T,6.7,no test
knokko/custom-items-gradle:editor,T,6.7,0
knokko/custom-items-gradle:gui,T,6.7,no test
knokko/custom-items-gradle:plug-in,T,6.7,error
knokko/custom-items-gradle:shared-code,T,6.7,0
MovingBlocks/groovy-wrapper,T,6.4.1,no test
FabricMC/fabric-filament,T,7.1.1,error
Devcognitio/serenitybdd_mobile_seed,F,4.10.3,N/A
matthewbogner/docker-example,F,,N/A
sunnyone/kotlin-cmd-example,F,4.2.1,N/A
wallstreetcn/spring-boot-demo,F,,N/A
haiyangwu/sonatype,F,2.5,N/A
cout970/electron-kotlin-template,F,3.1,N/A
anantsimran/HashTablesAndFunctions,F,,N/A
smileklvens/commonplugin,T,4.10,no test
mr-archano/static-analysis-plugin:plugin,T,2.10,no test
mr-archano/static-analysis-plugin:rules,T,2.10,no test
me4502/ModularFramework:modularframework-core,T,3.3,no test
me4502/ModularFramework:modularframework-spigot,T,3.3,no test
me4502/ModularFramework:modularframework-sponge,T,3.3,no test
bherbst/OpenSSL-Checker,F,2.14.1,N/A
jerryharim/FxComponents,F,7.0.2,N/A
EasySpringBoot/h5perf,F,,N/A
Qabel/qabel,F,2.2.1,N/A
amikoj/gradleProject,F,,N/A
slangeberg/groovy-gradle-jersey,F,1.12,N/A
tklein/gradle-jaxws-plugin,F,,N/A
uPortal-Project/uPortal:uPortal-api,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-concurrency,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-content,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-core,T,6.9.3,0
uPortal-Project/uPortal:uPortal-events,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-groups,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-health,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-hibernate,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-i18n,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-index,T,6.9.3,0
uPortal-Project/uPortal:uPortal-io,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-layout,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-marketplace,T,6.9.3,0
uPortal-Project/uPortal:uPortal-persondir,T,6.9.3,0
uPortal-Project/uPortal:uPortal-portlets,T,6.9.3,0
uPortal-Project/uPortal:uPortal-rdbm,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-rendering,T,6.9.3,0
uPortal-Project/uPortal:uPortal-security,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-soffit,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-spring,T,6.9.3,0
uPortal-Project/uPortal:uPortal-tenants,T,6.9.3,0
uPortal-Project/uPortal:uPortal-tools,T,6.9.3,0
uPortal-Project/uPortal:uPortal-url,T,6.9.3,0
uPortal-Project/uPortal:uPortal-utils,T,6.9.3,no test
uPortal-Project/uPortal:uPortal-web,T,6.9.3,0
uPortal-Project/uPortal:uPortal-webapp,T,6.9.3,7
GoogleCloudPlatform/gradle-appengine-plugin,F,4.0,N/A
signalapp/gradle-witness,F,,N/A
jsorrell/CarpetSkyAdditions,F,7.6,N/A
kevinmmarlow/gradle-oss-plugin,F,,N/A
eyeahs/IntelliJCommunityGradleSetup,T,2.13,error
devxchangeio-blog/spring-boot-gradle-demo,F,2.9,N/A
MobileTribe/android-templates-gradle-plugin,F,4.1,N/A
kageiit/gradle-url-cache-plugin:url-cache-plugin,T,2.2,error
pradykaushik/system-load-generator,F,,N/A
vierbergenlars/ci-detect-gradle-plugin,T,5.5.1,0
sakebook/aws_lambda_gradle_kotlin,T,2.14.1,error
opendistro-for-elasticsearch/anomaly-detection,T,6.6.1,1
florian-mollin/yapi,F,3.5,N/A
jmprathab/MyHome:api,T,6.3,no test
jmprathab/MyHome:integration-tests,T,6.3,0
jmprathab/MyHome:service,T,6.3,0
brunoborges/javafx-jlink-starter-gradle,T,5.2.1,no test
rvbabilonia/beta-dog,T,6.3,1
samujjwaal/IntelliJ-DP-Generator-Plugin,T,5.2.1,0
cslzchen/osf-cas-archived,T,6.4,no test
Steven996/-ShoppingMall-,F,,N/A
Esri/java-gradle-starter-project,T,7.5.1,no test
ballerina-platform/plugin-gradle,T,7.1,no test
wpilibsuite/native-utils:ToolchainPlugin,T,7.5.1,0
lburgazzoli/gradle-karaf-features-plugin,F,2.9,N/A
rtyler/ruby-gradle-example,T,2.0,no test
foo4u/gradle-semver-plugin,F,,N/A
yazoo321/micronaut_template,F,7.5.1,N/A
ethanwong/imethan-admin,F,,N/A
marceloemanoel/gradle-environments-plugin,F,,N/A
gatling/gatling-gradle-plugin-demo-kotlin,T,7.4.2,error
m-szalik/dbpatch,F,,N/A
konrad-garus/classycle-gradle-plugin,T,2.14.1,error
ShubNig/JahNig-Jar-Gradle-Temp:name,T,2.14.1,error
ShubNig/JahNig-Jar-Gradle-Temp:jvmProbe,T,2.14.1,no test
rmarinsky/javaRestAssuredAllure,F,3.5,N/A
komiya-atsushi/gradle-scala-cross-build-demo,F,3.3,N/A
tompluess/example-ratpack-gradle-docker-app,F,3.4.1,N/A
riojack/getting-started-java-11,F,,N/A
sridharbandi/Selenium-Testng-Template,T,5.1.1,0
RichoDemus/kotlin-skeleton-project:core,T,5.6.2,no test
0xshawn/springboot_demo,T,4.10.2,error
asmln/sboot-dev-prod-by-gradle-tasks-properties,T,4.1,0
varren/jersey2-gradle-embedded-jetty-demo-repo,F,2.2,N/A
marcbperez/flask-restfuloauth2,F,3.4.1,N/A
paolocarrasco/springboot-demo,T,3.3,no test
discord-java/opus-java:api,T,7.3,no test
discord-java/opus-java:natives,T,7.3,no test
yahoo/parsec:parsec-base-build,T,5.2.1,no test
yahoo/parsec:parsec-gradle-plugin,T,5.2.1,error
dipjyotimetia/MobileTestFramework,T,6.9,0
lessthanoptimal/gversion-plugin,T,6.4.1,0
clojuresque/scriptoresque,F,1.8,N/A
gvsmirnov/pitest-gradle-sample,F,2.2.1,N/A
graemerocher/groovydoc-gradle-plugin,T,2.13,error
siilike/gradle-javascript-toolkit,F,,N/A
mxdldev/spring-cloud-flycloud:lib_common,T,6.0,error
mxdldev/spring-cloud-flycloud:module_admin,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_blog,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_config,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_eureka,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_gateway,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_log,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_monitor,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_news,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_uaa,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_user,T,6.0,no test
mxdldev/spring-cloud-flycloud:module_zipkin,T,6.0,no test
mcxiaoke/gradle-packer-plugin,F,2.8,N/A
Leaking/Hunter,F,7.4,N/A
bintray/gradle-bintray-plugin,T,5.6.2,0
DouglasBenites/KrotonTestReport,F,3.5,N/A
stefanscheidt/gameoflife-kotlin,F,4.3,N/A
megamegax/Kotlinjfx,F,2.5,N/A
Commit451/updatewrapper,T,4.6,0
tappoz/FregeGradleInvestigation,F,,N/A
cheneric/gradle-maven-problem,F,1.12,N/A
muumin/gradle-code-inspection,F,3.1,N/A
ksoichiro/gradle-commit-checker-plugin,F,2.9,N/A
pavel-rybakov/api-start,F,,N/A
marcelmaatkamp/jruby,F,,N/A
alextkachman/build-tools,F,1.0,N/A
dahuapp/DummyJavaFXGradle,F,,N/A
kevcodez/Metronom-REST-API,T,5.1.1,0
pearxteam/PearXLibMC,F,4.4,N/A
wenzhucjy/mysite_spring_boot,F,,N/A
m4kvn/spigot-home-legacy,T,2.14.1,error
MinimallyCorrect/ModPatcherGradle,F,4.0.2,N/A
Prototik/gradle-onesky-plugin,F,4.0.2,N/A
howerFD/demo,F,,N/A
8enet/AutoPlatfromService,F,2.13,N/A
funfunStudy/algorithm,F,4.1,N/A
tomasbjerre/gradle-scripts,T,7.6,no test
MiniSpringBootTutorial/mini_springboot,T,3.3,error
